label,text
SE,The website shall make its user aware of its information practices before collection data from them via a Privacy Policy accessible on all pages of the website.
SE,The system shall notify customers of changes to its information policy.
SE,The system shall reveal private information only in compliance with the organization’s information policy.
SE,All customer information will be stored on a secure database accessible only to authorized personnel.
SE,All credit card information will be encrypted in the database.
SE,The streaming server will have anti-virus software to prevent infection of malicious viruses.
LF,The website should cater to all tribes in Nigeria.
LF,The website shall not be offensive to religious or ethnic groups.
LF,The website should appeal to all Africans not only Nigerians.
L,IzognMovies shall meet the licensing requirements set forth by the appropriate organizations in order to stream African movies.
L,The website will comply with W3C standards.
L,The PHP code will comply with PEAR standards.
F,The website will allow customers to search for movies by title actor or director.
F,viewing a movie details the website will display the movies description actor and director entered in by the administrator.
F,Website shall request and authorize credit card payment before allowing a user to stream a movie.
F,shall be able to stream purchased movie via Windows Media Player for up to 2 days aftere purchase date.
F,Website shall allow customers to browse movies by categories entered in by izogn administrator.
F,Website shall allow customers to view reviews of selected movies by other customers.
F,Website shall allow customers to add their own movie review for a selected movie.
F,Website shall allow the Izogn administrator to approve a review posted by a customer.
F,System will allow customers to pay for a streaming movie with a pre-paid card.
F,Website shall allow customers to purchase pre-paid cards of $5 $10 or $20 value either by credit card or mail-in payment option.
F,System shall automatically update the main page of the website every Friday and show the 4 latest movies that have been added to the website.
F,System shall allow users to update their billing and contact information via the “My Account” section of the website.
F,Pre-paid cards shall be distributed via email or via a printed paper card.
F,Only registered customers can purchase streaming movies.
F,Movies can only be streamed if the customer has purchased a movie and is within the 2-day time period to stream the movie.
F,Website must be able to support free trial periods with various parameters set by the Izogn Manager.
F,All streaming movie sales will be logged in the database and accessible by the administrator.
F,All registered customer information shall be stored and maintained in the database even after the customer cancels their account.
F,Daily usage statistics should be logged and accessible by the administrator.
F,The owner shall have free access to all of the streaming movies.
PE,Total lead cycle time must be completed in 5 minutes for 90% of lead volume between the business hours of 8AM CST to 8PM CST; then 3 minutes for 99% of lead volume during off business hours.
PE,No lead evaluation will complete in a time period longer than 25 seconds for 97% of all leads processed.
PE,For leads that process longer than 25 seconds the system will record the event and duration
PE,The process must fit within the processing time conditions set forth by the Auto Rep Assignment process in which a lead is assigned within 3 minutes of the total life cycle.
A,Defect reports will be available to technical units on a 24x7 basis.
F,The vendor will verify the invalid lead.
F,Vendor will submit a credit validation record to be applied to the enterprise billing system.
F,If a lead is scored to the high range the system will supply the lead data and score to the enterprise system.
F,The leads washing functionality will validate all leads received by the web service for valid data
F,The leads washing functionality will insert all leads captured by the web service.
F,If the leads score falls within the high average score then it will be process by the ARA functionality.
F,If the leads score falls within the medium average then it will be set for manual verification by an Enrollment Coordinator through the eleads system.
F,If the leads score falls within the low average then it will be returned to the supplying vendor
F,The leads washing functionality will compile both contact and academic scoring information for a total score.
F,The leads washing functionality will use the parameters supplied by corporate and schools to score part of the lead.
F,The leads washing functionality will return the lead data supplied to the vendor along with the reason of rejection.
F,The leads washing functionality will have an interface in which lead data parameters can be maintained.
F,The leads washing functionality will verify the users authentication and rights to make parameter updates.
F,The leads washing functionality will store any potential lead duplicates returned by the enterprise system.
F,Prior to submitting the lead to the enterprise system the leads washing functionality will assign the lead to an admissions rep.
F,The leads washing functionality shall receive a period list of available reps from the enterprise system.
LF,The product shall simulate the look of ships at sea.
LF,The product shall display the grids within a circle as a view from a periscope.
LF,The product shall display each type of ship in a grid using an image of the specific type of ship.
LF,When the offensive player takes a shot the product shall simulate the sound of a ship at sea.
LF,When a shot is marked as a miss the product shall simulate the sound of a shot missing its target.
LF,When a shot is marked as a hit the product shall simulate the sound of a shot hitting its target.
LF,When a ship is sunk the product shall simulate the sound of a sinking ship.
A,The product shall be available 24 hours per day seven days per week.
PE,The product shall able to handle a large number of games simultaneously.
PE,The product shall protect the identity of the players. The product shall provide players no access to information that might reveal the identity of another player.
US,The product shall be intuitive and self-explanatory. Nine out ten users shall be able to successfully complete a game with no training.
US,The product shall be available to players who understand English Spanish and French. The product shall allow the user to select the language upon accessing the product.
SE,The product shall provide players no access to information that might reveal the identity of another player
PE,The response time shall be fast enough to maintain the flow of the game. The response time shall be no more than 2 seconds for 95% of responses and no more than 4% for the remaining responses.
F,The product shall maintain a list of players.
F,The product shall allow a user to identify himself or herself as a player.
F,Once a game has been initiated the product shall make the players assigned to the game unavailable for selection from the list of players.
F,The product shall allow a user to remove himself or herself from the list of players at any time.
F,The product shall make inactive players unavailable for selection from the list of players.
F,The product shall remove players who have been inactive for 24 hours from the list of players.
F,The product shall allow a player to initiate a game by selecting another available player from the list of players.
F,Once a game is initiated the product shall display a defensive grid to each player
F,Once a game is initiated the product shall display an offensive grid to each player.
F,The product shall prevent a player from viewing the offensive or defensive grids of the other player.
F,Once a game is initiated the product shall allow each player to position their 5 ships on their respective defensive grids.
F,The product shall allow a player to position ships horizontally on their grid.
F,The product shall allow the player to position ships vertically on their grid.
F,The product shall allow the player to position ships diagonally on their grid
F,The product shall prevent the player from overlapping ships on their grid.
F,When both players have positioned their 5 ships on their defensive grids the product shall define the status of each player for the first turn.
F,For each turn the product shall identify one player as offensive status and one player as defensive status.
F,The product shall maintain the status of each player for a turn either offensive or defensive.
F,At the start of each turn the product shall notify each player of his or her status.
F,For each turn the product shall allow the offensive player to define a shot.
F,For each shot the product shall examine the defensive grid of the defensive player to determine whether the shot was a hit or miss.
F,For each shot the product shall notify the players whether the shot was a hit or miss.
F,For each shot the product shall mark the shot as a hit or miss on the defensive grid of the defensive player.
F,For each shot the product shall mark the shot as a hit or miss on the offensive grid of the offensive player.
F,When the hit results in sinking a ship the product shall notify the players that the ship was sunk.
F,When the hit results in sinking a ship the product shall mark the ship as sunk on the defensive grid of the defensive player.
F,When the hit results in sinking a ship the product shall indicate the type of ship sunk on the defensive grid of the defensive player.
F,When the hit results in sinking a ship the product shall mark the ship as sunk on the offensive grid of the offensive player.
F,If the shot was marked as a hit the product shall allow the offensive player to define a shot.
F,If the shot was marked as a miss the product shall change the status of the offensive player to defensive
F,If the shot was marked as a miss the product shall change the status of the defensive player to offensive
F,The product shall continue to assign turns until the game is ended.
F,The product shall end a game when a hit by the offensive player results in sinking the last of the defensive player’s ships which had not been previously marked as sunk.
F,The product shall allow a player to end a game at any time during the game.
F,When a game is ended the product shall notify the players that the game is ended.
F,The notification of the game ending will include the reason the game is ended (i.e. a player has won the game or a player has ended the game).
F,When a game is ended the product shall allow each player to identify himself or herself as an available player in the list of players.
F,When a game is ended the product shall allow each player to remove himself or herself from the list of players.
US,The system shall be easy to use by callers and supervisors. Callers and supervisors must be able to accomplish any system task within 2 minutes.
US,The system shall be easy to learn by callers and supervisors. Callers and supervisors shall learn how to use the system within 10 minutes.
PE,The system shall be responsive. At the DePaul TeleServices Center when a supervisor uses the system to view a callers schedule the system response time must be no more than 2 seconds 90% of the time and no more than 5 seconds the rest of the time.
PE,On a 56k connection the system response time for all operations must be no more than 6 seconds 90% of the time.
PE,On a 112k connection or faster the system response time for all operations must be no more than 3 seconds 90% of the time.
A,The system shall have high availability every day of the year.The system must be available for use between 12:00AM and 6:00PM all days of the year.
A,The system must be available for use between 7:00AM and 11:59PM all days of the year.
SE,The product shall ensure that only supervisors can advertise empty time slots.The product must ensure that supervisors are allowed to access advertise empty time slots.
SE,The product shall ensure that only supervisors can enter a caller’s schedule.The product must ensure that supervisors are allowed to access advertise empty time slots.
SE,The product shall ensure that only supervisors can view schedule of all callers.The product must ensure that supervisors are allowed to access advertise empty time slots.
LF,The interface shall have a simple look. In the interface and usability survey 90% of beta testers must report that the interface is adequately simple.
LF,The interface shall be appealing to callers and supervisors. In the interface and usability survey 80% of beta testers must report that the interface is appealing.
LF,The product shall provide GUI based Monitoring Services.System Administrators shall monitor message exchanges will predict and determine problems and will also provide internal and external support.
LF,The product shall comply with City of Chicago Application Development Guide Framework.Application Development Framework will provide structured Graphical User Interface.
US,The product shall provide Monitoring Services.The product shall be easy for System Administrators and DBAs to use after two weeks of usage.
US,The product shall provide Error Tracking Services.The product shall help the System Administrators and DBAs to resolve transaction errors 99% of the time.
US,The product shall provide Portals.The product shall help System Administrators to analyze the transactions with ad-hoc reporting and KPIs (Key Performance Indicators)
PE,The product shall provide Asynchronous Messaging.The product shall provide asynchronous messaging to enable parallel processing and reduce the overhead in communications
PE,The product shall provide Multi-threading and Load Balancing.The product shall provide multi-threading technology as well as load balancing to overcome data load spikes and traffic.
PE,The product shall process messages within 2 seconds.The product shall have a maximum message processing time of 2 seconds
PE,The product shall poll the system for messages every second.The product shall poll the system for new messages at a maximum of every 1 second.
PE,The product shall provide Dynamic Change Support and Transparent resource addition.The product shall support Transparent Resource addition and Dynamic Change support to provide scalability and avoid service interruptions of more than 1 day.
A,The product shall be available 99% of the time. Rationale: To avoid service interruption during busiest customer service response periods. The product shall be available 99.99% of the time for regular business days.
SC,The product shall be able to process all transactions.The product shall process minimum of 1 million transactions per year.
SE,The product shall have security.The product shall provide authentication and authorization.
SE,The product shall information Security. The product shall enable privacy by encryption WS-Security and Integrity Checking.
SE,The product shall have audit capabilities.The product shall store messages for a minimum of one year for audit and transaction tracking purposes.
LF,The system shall use IBM and CCR branding standards. The interface must have one IBM logo and one CCR logo.
LF,The system shall be displayable on any work computer a CCR user may have. The system interface shall be formatted to display at 800 by 600 pixel resolution.
LF,The system interface will use CCR nomenclature. The system must use the same nomenclature used in the existing WCS system and reports
LF,The interface must summarize the data in a fashion that’s appealing to CCR management. Every report type must have at least one high level summary shown in the results dashboard/interface
US,The system must use a point and click interface. 100% of all selection and navigation functionality must be able to be activated/selected by either a mouse or a keyboard
US,The interface shall be easy to use. 90% of users should be able to successfully use the system to generate a report on their first use. The interface should adhere to IBM usability standards.
US,Rreports must be easy to generate. eports must be generated within one button click and exported within one button click (after selecting the report)
US,A user shall be able to use the system without instruction after a short amount of time. After one use a user should understand and remember 90% of the system usage and navigation.
US,All CCR users shall receive training before the WCS system is deployed. One training session will be held for 100% of CCR users before system deployment (based on a CCR user being available)
US,The WCS system shall use appropriate nomenclature and terminology as defined by the Corporate Community Grants organization. All interfaces and reports will undergo usability tests by CCR users.
A,The WCS system shall be available at all times as long as IBM’s internal intranet W3 is accessible. The WCS system will be available 95% of the time IBM’s internal intranet W3 is available.
SC,The WCS system shall have the ability to connect other designated WCS databases currently not included in the system.
SC,The WCS system shall have the ability to include data for regions outside the United States and be accessed by users outside of the United States if approved by CCR management.
SE,The system shall only be accessed by authorized Corporate Community Grants (CCR) employees. Users must be authenticated using their IBM intranet user name and password.
SE,The WCS system shall not allow automatic logins by any user. Cookies containing WCS login information about a user will not be stored on a user’s computer.
SE,Each team owner will need to use a username and password in order to be authenticated to reach the team owner’s page
SE,The Commissioner will be the only authorized user per league to adjust league settings.
LF,Each page shall contain a navigation menu which shows the index into which the current page is contained.
LF,Each page shall contain a similar format with action items in one location and navigation buttons in a different location.
LF,The message board shall contain the 5 most recently posted messages on the league page. The messages will contain up to the first 150 characters of the message.
US,A new user shall be able to navigate through the league and team pages within 30 seconds of reaching the start-up page.
US,Users shall be able to reach the ‘add’ ‘drop’ and ‘trade player’ pages with one click from the team owner’s page.
US,Users shall be able to view at least 25 NFL player statistics and points on each page.
US,The application shall ask the user to confirm dropping a player or trading a player before performing the action.
PE,The application shall be able to complete every user transaction within one fourth of a second of receiving the request over the network.
A,The application shall have a downtime of at most 10 minutes per year.
A,The RFS system should be available 24/7 especially during the budgeting period. The RFS system shall be available 90% of the time all year and 98% during the budgeting period. 2% of the time the system will become available within 1 hour of the time that the situation is reported.
SE,Only authorized user shall access the RFS system. ONLY users that exist in the UAS system with the RFS system assigned to their role(s) shall access the RFS system and use it.
SE,User access should be limited to the permissions granted to their role(s) Each level in the PCG hierarchy will be assigned a role and users will be assigned to these roles. Access to functionality within RFS system is dependent on the privileges/permission assigned to the role..
LF,The product must comply with the intranet page standards and requirements of ENET Securities. 95% of the product look & feel will be approved by the Architecture group prior to implementation. The remaining 5% will be corrected and approved within one month of product release.
LF,The intranet pages should display appropriately in all resolutions from 800x600 and higher. The display of all the pages will be correct in 95% of the resolutions prior to implementation. The remaining 5% will be corrected within a week of notification of the incorrect display.
US,The users should be able to easily use the system to successfully complete their budgets within the stipulated time for completion. With a week of training prior to product implementation 98% of the users shall complete their budgets within the stipulated time.
PE,The product interface should be fast. The response time of the product interface should not exceed 2 seconds 90% of the time. For 10% of the time the response time should not be more than 10 seconds.not be more than 10 seconds.
