label,sentence,syntax
F,The product shall prevent the player from overlapping ships on their grid.,product shall prevent player from overlapping ships on grid 
F,When both players have positioned their 5 ships on their defensive grids the product shall define the status of each player for the first turn.,players have positioned ships on defensive grids product shall define status of player for first turn 
F,For each turn the product shall identify one player as offensive status and one player as defensive status.,For turn product shall identify player as offensive status player as defensive status 
F,The product shall maintain the status of each player for a turn either offensive or defensive.,product shall maintain status of player for turn offensive defensive 
F,At the start of each turn the product shall notify each player of his or her status.,At start of turn product shall notify player of status 
F,For each turn the product shall allow the offensive player to define a shot.,For turn product shall allow offensive player define shot 
F,For each shot the product shall examine the defensive grid of the defensive player to determine whether the shot was a hit or miss.,For shot product shall examine defensive grid of defensive player determine whether shot was hit miss 
F,For each shot the product shall notify the players whether the shot was a hit or miss.,For shot product shall notify players whether shot was hit miss 
F,For each shot the product shall mark the shot as a hit or miss on the defensive grid of the defensive player.,For shot product shall mark shot as hit miss on defensive grid of defensive player 
F,For each shot the product shall mark the shot as a hit or miss on the offensive grid of the offensive player.,For shot product shall mark shot as hit miss on offensive grid of offensive player 
F,When the hit results in sinking a ship the product shall notify the players that the ship was sunk.,hit results in sinking ship product shall notify players that ship was sunk 
F,When the hit results in sinking a ship the product shall mark the ship as sunk on the defensive grid of the defensive player.,hit results in sinking ship product shall mark ship as sunk on defensive grid of defensive player 
F,When the hit results in sinking a ship the product shall indicate the type of ship sunk on the defensive grid of the defensive player.,hit results in sinking ship product shall indicate type of ship sunk on defensive grid of defensive player 
F,When the hit results in sinking a ship the product shall mark the ship as sunk on the offensive grid of the offensive player.,hit results in sinking ship product shall mark ship as sunk on offensive grid of offensive player 
F,If the shot was marked as a hit the product shall allow the offensive player to define a shot.,If shot was marked as hit product shall allow offensive player define shot 
F,If the shot was marked as a miss the product shall change the status of the offensive player to defensive,If shot was marked as miss product shall change status of offensive player defensive 
F,If the shot was marked as a miss the product shall change the status of the defensive player to offensive,If shot was marked as miss product shall change status of defensive player offensive 
F,The product shall continue to assign turns until the game is ended.,product shall continue assign turns until game is ended 
F,The product shall end a game when a hit by the offensive player results in sinking the last of the defensive player’s ships which had not been previously marked as sunk.,product shall end game hit by offensive player results in sinking last of defensive player ’ s ships had not been previously marked as sunk 
F,The product shall allow a player to end a game at any time during the game.,product shall allow player end game at time during game 
F,When a game is ended the product shall notify the players that the game is ended.,game is ended product shall notify players that game is ended 
F,The notification of the game ending will include the reason the game is ended (i.e. a player has won the game or a player has ended the game).,notification of game ending will include reason game is ended i.e player has won game player has ended game 
F,When a game is ended the product shall allow each player to identify himself or herself as an available player in the list of players.,game is ended product shall allow player identify as available player in list of players 
F,When a game is ended the product shall allow each player to remove himself or herself from the list of players.,game is ended product shall allow player remove from list of players 
US,The system shall be easy to use by callers and supervisors. Callers and supervisors must be able to accomplish any system task within 2 minutes.,system shall be easy use by callers supervisors Callers supervisors must be able accomplish system task within minutes 
US,The system shall be easy to learn by callers and supervisors. Callers and supervisors shall learn how to use the system within 10 minutes.,system shall be easy learn by callers supervisors Callers supervisors shall learn use system within minutes 
PE,The system shall be responsive. At the DePaul TeleServices Center when a supervisor uses the system to view a callers schedule the system response time must be no more than 2 seconds 90% of the time and no more than 5 seconds the rest of the time.,system shall be responsive At DePaul TeleServices Center supervisor uses system view callers schedule system response time must be no more than seconds % of time more than seconds rest of time 
PE,On a 56k connection the system response time for all operations must be no more than 6 seconds 90% of the time.,On connection system response time for operations must be no more than seconds % of time 
PE,On a 112k connection or faster the system response time for all operations must be no more than 3 seconds 90% of the time.,On connection faster system response time for operations must be no more than seconds % of time 
A,The system shall have high availability every day of the year.The system must be available for use between 12:00AM and 6:00PM all days of the year.,system shall have high availability day of year.The system must be available for use between days of year 
A,The system must be available for use between 7:00AM and 11:59PM all days of the year.,system must be available for use between days of year 
SE,The product shall ensure that only supervisors can advertise empty time slots.The product must ensure that supervisors are allowed to access advertise empty time slots.,product shall ensure that only supervisors can advertise empty time slots.The product must ensure that supervisors are allowed access advertise empty time slots 
SE,The product shall ensure that only supervisors can enter a caller’s schedule.The product must ensure that supervisors are allowed to access advertise empty time slots.,product shall ensure that only supervisors can enter caller ’ s schedule.The product must ensure that supervisors are allowed access advertise empty time slots 
SE,The product shall ensure that only supervisors can view schedule of all callers.The product must ensure that supervisors are allowed to access advertise empty time slots.,product shall ensure that only supervisors can view schedule of callers.The product must ensure that supervisors are allowed access advertise empty time slots 
LF,The interface shall have a simple look. In the interface and usability survey 90% of beta testers must report that the interface is adequately simple.,interface shall have simple look In interface usability survey % of beta testers must report that interface is adequately simple 
LF,The interface shall be appealing to callers and supervisors. In the interface and usability survey 80% of beta testers must report that the interface is appealing.,interface shall be appealing callers supervisors In interface usability survey % of beta testers must report that interface is appealing 
LF,The product shall provide GUI based Monitoring Services.System Administrators shall monitor message exchanges will predict and determine problems and will also provide internal and external support.,product shall provide GUI based Monitoring Services.System Administrators shall monitor message exchanges will predict determine problems will also provide internal external support 
LF,The product shall comply with City of Chicago Application Development Guide Framework.Application Development Framework will provide structured Graphical User Interface.,product shall comply with City of Chicago Application Development Guide Framework.Application Development Framework will provide structured Graphical User Interface 
US,The product shall provide Monitoring Services.The product shall be easy for System Administrators and DBAs to use after two weeks of usage.,product shall provide Monitoring Services.The product shall be easy for System Administrators DBAs use after weeks of usage 
US,The product shall provide Error Tracking Services.The product shall help the System Administrators and DBAs to resolve transaction errors 99% of the time.,product shall provide Error Tracking Services.The product shall help System Administrators DBAs resolve transaction errors % of time 
US,The product shall provide Portals.The product shall help System Administrators to analyze the transactions with ad-hoc reporting and KPIs (Key Performance Indicators),product shall provide Portals.The product shall help System Administrators analyze transactions with ad-hoc reporting KPIs Key Performance Indicators 
PE,The product shall provide Asynchronous Messaging.The product shall provide asynchronous messaging to enable parallel processing and reduce the overhead in communications,product shall provide Asynchronous Messaging.The product shall provide asynchronous messaging enable parallel processing reduce overhead in communications 
PE,The product shall provide Multi-threading and Load Balancing.The product shall provide multi-threading technology as well as load balancing to overcome data load spikes and traffic.,product shall provide Multi-threading Load Balancing.The product shall provide multi-threading technology as well as load balancing overcome data load spikes traffic 
PE,The product shall process messages within 2 seconds.The product shall have a maximum message processing time of 2 seconds,product shall process messages within seconds.The product shall have maximum message processing time of seconds 
PE,The product shall poll the system for messages every second.The product shall poll the system for new messages at a maximum of every 1 second.,product shall poll system for messages second.The product shall poll system for new messages at maximum of second 
PE,The product shall provide Dynamic Change Support and Transparent resource addition.The product shall support Transparent Resource addition and Dynamic Change support to provide scalability and avoid service interruptions of more than 1 day.,product shall provide Dynamic Change Support Transparent resource addition.The product shall support Transparent Resource addition Dynamic Change support provide scalability avoid service interruptions of more than day 
A,The product shall be available 99% of the time. Rationale: To avoid service interruption during busiest customer service response periods. The product shall be available 99.99% of the time for regular business days.,product shall be available % of time Rationale avoid service interruption during busiest customer service response periods product shall be available % of time for regular business days 
SC,The product shall be able to process all transactions.The product shall process minimum of 1 million transactions per year.,product shall be able process transactions.The product shall process minimum of transactions per year 
SE,The product shall have security.The product shall provide authentication and authorization.,product shall have security.The product shall provide authentication authorization 
SE,The product shall information Security. The product shall enable privacy by encryption WS-Security and Integrity Checking.,product shall information Security product shall enable privacy by encryption WS-Security Integrity Checking 
SE,The product shall have audit capabilities.The product shall store messages for a minimum of one year for audit and transaction tracking purposes.,product shall have audit capabilities.The product shall store messages for minimum of year for audit transaction tracking purposes 
LF,The system shall use IBM and CCR branding standards. The interface must have one IBM logo and one CCR logo.,system shall use IBM CCR branding standards interface must have IBM logo CCR logo 
LF,The system shall be displayable on any work computer a CCR user may have. The system interface shall be formatted to display at 800 by 600 pixel resolution.,system shall be displayable on work computer CCR user may have system interface shall be formatted display at by pixel resolution 
LF,The system interface will use CCR nomenclature. The system must use the same nomenclature used in the existing WCS system and reports,system interface will use CCR nomenclature system must use same nomenclature used in existing WCS system reports 
LF,The interface must summarize the data in a fashion that’s appealing to CCR management. Every report type must have at least one high level summary shown in the results dashboard/interface,interface must summarize data in fashion ’ s appealing CCR management report type must have at least high level summary shown in results dashboard/interface 
US,The system must use a point and click interface. 100% of all selection and navigation functionality must be able to be activated/selected by either a mouse or a keyboard,system must use point click interface % of selection navigation functionality must be able be activated/selected by mouse keyboard 
US,The interface shall be easy to use. 90% of users should be able to successfully use the system to generate a report on their first use. The interface should adhere to IBM usability standards.,interface shall be easy use % of users should be able successfully use system generate report on first use interface should adhere IBM usability standards 
US,Rreports must be easy to generate. eports must be generated within one button click and exported within one button click (after selecting the report),Rreports must be easy generate eports must be generated within button click exported within button click after selecting report 
US,A user shall be able to use the system without instruction after a short amount of time. After one use a user should understand and remember 90% of the system usage and navigation.,user shall be able use system without instruction after short amount of time After use user should understand remember % of system usage navigation 
US,All CCR users shall receive training before the WCS system is deployed. One training session will be held for 100% of CCR users before system deployment (based on a CCR user being available),CCR users shall receive training before WCS system is deployed training session will be held for % of CCR users before system deployment based on CCR user being available 
US,The WCS system shall use appropriate nomenclature and terminology as defined by the Corporate Community Grants organization. All interfaces and reports will undergo usability tests by CCR users.,WCS system shall use appropriate nomenclature terminology as defined by Corporate Community Grants organization interfaces reports will undergo usability tests by CCR users 
A,The WCS system shall be available at all times as long as IBM’s internal intranet W3 is accessible. The WCS system will be available 95% of the time IBM’s internal intranet W3 is available.,WCS system shall be available at times as long as IBM ’ s internal intranet W3 is accessible WCS system will be available % of time IBM ’ s internal intranet W3 is available 
SC,The WCS system shall have the ability to connect other designated WCS databases currently not included in the system.,WCS system shall have ability connect other designated WCS databases currently not included in system 
SC,The WCS system shall have the ability to include data for regions outside the United States and be accessed by users outside of the United States if approved by CCR management.,WCS system shall have ability include data for regions outside United States be accessed by users outside of United States if approved by CCR management 
SE,The system shall only be accessed by authorized Corporate Community Grants (CCR) employees. Users must be authenticated using their IBM intranet user name and password.,system shall only be accessed by authorized Corporate Community Grants CCR employees Users must be authenticated using IBM intranet user name password 
SE,The WCS system shall not allow automatic logins by any user. Cookies containing WCS login information about a user will not be stored on a user’s computer.,WCS system shall not allow automatic logins by user Cookies containing WCS login information about user will not be stored on user ’ s computer 
SE,Each team owner will need to use a username and password in order to be authenticated to reach the team owner’s page,team owner will need use username password in order be authenticated reach team owner ’ s page 
SE,The Commissioner will be the only authorized user per league to adjust league settings.,Commissioner will be only authorized user per league adjust league settings 
LF,Each page shall contain a navigation menu which shows the index into which the current page is contained.,page shall contain navigation menu shows index into current page is contained 
LF,Each page shall contain a similar format with action items in one location and navigation buttons in a different location.,page shall contain similar format with action items in location navigation buttons in different location 
LF,The message board shall contain the 5 most recently posted messages on the league page. The messages will contain up to the first 150 characters of the message.,message board shall contain most recently posted messages on league page messages will contain up first characters of message 
US,A new user shall be able to navigate through the league and team pages within 30 seconds of reaching the start-up page.,new user shall be able navigate through league team pages within seconds of reaching start-up page 
US,Users shall be able to reach the ‘add’ ‘drop’ and ‘trade player’ pages with one click from the team owner’s page.,Users shall be able reach ‘ add ’ ‘ drop ’ ‘ trade player ’ pages with click from team owner ’ s page 
US,Users shall be able to view at least 25 NFL player statistics and points on each page.,Users shall be able view at least NFL player statistics points on page 
US,The application shall ask the user to confirm dropping a player or trading a player before performing the action.,application shall ask user confirm dropping player trading player before performing action 
PE,The application shall be able to complete every user transaction within one fourth of a second of receiving the request over the network.,application shall be able complete user transaction within fourth of second of receiving request over network 
A,The application shall have a downtime of at most 10 minutes per year.,application shall have downtime of at most minutes per year 
A,The RFS system should be available 24/7 especially during the budgeting period. The RFS system shall be available 90% of the time all year and 98% during the budgeting period. 2% of the time the system will become available within 1 hour of the time that the situation is reported.,RFS system should be available especially during budgeting period RFS system shall be available % of time year % during budgeting period % of time system will become available within hour of time that situation is reported 
SE,Only authorized user shall access the RFS system. ONLY users that exist in the UAS system with the RFS system assigned to their role(s) shall access the RFS system and use it.,Only authorized user shall access RFS system users exist in UAS system with RFS system assigned role shall access RFS system use 
SE,User access should be limited to the permissions granted to their role(s) Each level in the PCG hierarchy will be assigned a role and users will be assigned to these roles. Access to functionality within RFS system is dependent on the privileges/permission assigned to the role..,User access should be limited permissions granted role level in PCG hierarchy will be assigned role users will be assigned roles Access functionality within RFS system is dependent on privileges/permission assigned role .. 
LF,The product must comply with the intranet page standards and requirements of ENET Securities. 95% of the product look & feel will be approved by the Architecture group prior to implementation. The remaining 5% will be corrected and approved within one month of product release.,product must comply with intranet page standards requirements of ENET Securities % of product look feel will be approved by Architecture group prior implementation remaining % will be corrected approved within month of product release 
LF,The intranet pages should display appropriately in all resolutions from 800x600 and higher. The display of all the pages will be correct in 95% of the resolutions prior to implementation. The remaining 5% will be corrected within a week of notification of the incorrect display.,intranet pages should display appropriately in resolutions from higher display of pages will be correct in % of resolutions prior implementation remaining % will be corrected within week of notification of incorrect display 
US,The users should be able to easily use the system to successfully complete their budgets within the stipulated time for completion. With a week of training prior to product implementation 98% of the users shall complete their budgets within the stipulated time.,users should be able easily use system successfully complete budgets within stipulated time for completion With week of training prior product implementation % of users shall complete budgets within stipulated time 
PE,The product interface should be fast. The response time of the product interface should not exceed 2 seconds 90% of the time. For 10% of the time the response time should not be more than 10 seconds.not be more than 10 seconds.,product interface should be fast response time of product interface should not exceed seconds % of time For % of time response time should not be more than seconds.not be more than seconds 
