label,sentence,syntax
SE,Only authorized users shall have access to the portion of the system that interfaces with CampusConnect.,Only authorized users shall have access portion of system interfaces with CampusConnect 
SE,Fit Criterion: Dr Susan Poslusny and Karen Sysol are the only people who shall have access to the final class section scheduling for the system that interfaces with CampusConnect.,Fit Criterion Dr Susan Poslusny Karen Sysol are only people who shall have access final class section scheduling for system interfaces with CampusConnect 
SE,The system shall have basic data integrity checking to reduce the possibility of incorrect or invalid data being introduced.,system shall have basic data integrity checking reduce possibility of incorrect invalid data being introduced 
SE,The system shall protect private information in accordance with the organization’s information policy.,system shall protect private information in accordance with organization ’ s information policy 
SE,The system shall be built such that it is as secure as possible from malicious interference.,system shall be built such that is as secure as possible from malicious interference 
SE,The system shall use the organization’s standard virus protection software to help monitor threats to itself.,system shall use organization ’ s standard virus protection software help monitor threats 
F,A cohort shall be associated to one Program of Study offered by the department.,cohort shall be associated Program of Study offered by department 
F,Program Administrators and Nursing Staff Members shall be able to add a listing of students to a cohort.,Program Administrators Nursing Staff Members shall be able add listing of students cohort 
F,Program Administrators and Nursing Staff Members shall be able to add a single student to a cohort,Program Administrators Nursing Staff Members shall be able add single student cohort 
F,Students added to a cohort shall be eligible for the cohort’s Program of Study.,Students added cohort shall be eligible for cohort ’ s Program of Study 
F,Program Administrators and Nursing Staff Members shall be able to specify the preferred sequence of classes for a given cohort.,Program Administrators Nursing Staff Members shall be able specify preferred sequence of classes for given cohort 
F,For each class within a sequence for a cohort Program Administrators and Nursing Staff Members shall be able to specify which quarter that class will be offered.,For class within sequence for cohort Program Administrators Nursing Staff Members shall be able specify quarter that class will be offered 
F,Program Administrators and Nursing Staff Members shall be able to add new classes to a sequence of classes,Program Administrators Nursing Staff Members shall be able add new classes sequence of classes 
F,Program Administrators and Nursing Staff Members shall be able to add clinical classes or sections to a sequence of classes,Program Administrators Nursing Staff Members shall be able add clinical classes sections sequence of classes 
F,Program Administrators and Nursing Staff Members shall be able to add a new cohort to the system identified by start month and year.,Program Administrators Nursing Staff Members shall be able add new cohort system identified by start month year 
F,Program Administrators and Nursing Staff Members shall be able to add new classes for the nursing department into the system.,Program Administrators Nursing Staff Members shall be able add new classes for nursing department into system 
F,A class shall be either a non-clinical class or a clinical class.,class shall be non-clinical class clinical class 
F,A non-clinical class shall specify the course name lecture room requirements and instructor needs.,non-clinical class shall specify course name lecture room requirements instructor needs 
F,A clinical class shall specify the course name lecture room requirements clinical site needs lecture instructor needs and clinical lab instructor needs.,clinical class shall specify course name lecture room requirements clinical site needs lecture instructor needs clinical lab instructor needs 
F,Program Administrators/Nursing Staff Members shall be able to create a new Program of Study.,Program Administrators/Nursing Staff Members shall be able create new Program of Study 
F,A Program of Study shall consist of a program name and listing of required classes (both clinical and non-clinical) that must be completed.,Program of Study shall consist of program name listing of required classes clinical non-clinical must be completed 
F,Program Administrators and Nursing Staff Members shall have the ability to specify which classes are required for a Program of Study,Program Administrators Nursing Staff Members shall have ability specify classes are required for Program of Study 
F,The system shall be able to display a report of needed classes for a given quarter for all cohorts of all programs for Program Administrators/Nursing Staff Members’ planning purposes.,system shall be able display report of needed classes for given quarter for cohorts of programs for Program Administrators/Nursing Staff Members ’ planning purposes 
F,The report of needed classes shall include (but not be limited to) classes to be offered number of sections needed number of labs needed and room types needed.,report of needed classes shall include not be limited classes be offered number of sections needed number of labs needed room types needed 
F,Classes for a given cohort shall not conflict with regards to the time and day that they are offered.,Classes for given cohort shall not conflict with regards time day that are offered 
F,Program Administrators and Nursing Staff Members shall be able to add a new clinical site into the system.,Program Administrators Nursing Staff Members shall be able add new clinical site into system 
F,Clinical site information shall include (but not be limited to) the name of the site contact person and contact information.,Clinical site information shall include not be limited name of site contact person contact information 
F,Program Administrators and Nursing Staff Members shall be able to add a new clinical lab section for an existing clinical class into the System.,Program Administrators Nursing Staff Members shall be able add new clinical lab section for existing clinical class into System 
F,A clinical lab section shall include the clinical site name the class instructor day and time of the lab.,clinical lab section shall include clinical site name class instructor day time of lab 
F,Program Administrators and Nursing Staff Members shall be able to add a student who has registered for a clinical class to a clinical lab section for that class.,Program Administrators Nursing Staff Members shall be able add student who has registered for clinical class clinical lab section for class 
F,The system shall allow a Program Administrator or Nursing staff member to remove a student from a clinical lab section.,system shall allow Program Administrator Nursing staff member remove student from clinical lab section 
F,The system shall allow a Program Administrator/Nursing Staff Member to move a student from one clinical lab section to another clinical lab section corresponding to the same clinical class.,system shall allow Program Administrator/Nursing Staff Member move student from clinical lab section clinical lab section corresponding same clinical class 
F,Program Administrators/Nursing Staff Members shall be able to cancel a clinical lab section only if there are no students registered for that clinical lab section.,Program Administrators/Nursing Staff Members shall be able cancel clinical lab section only if are students registered for clinical lab section 
F,A Program Administrator/Nursing Staff Member shall be able to add a new nursing student to the system.,Program Administrator/Nursing Staff Member shall be able add new nursing student system 
F,A staff member shall have the ability to manage the progress of a part time student which includes modifying their sequence of classes and timeline of classes.,staff member shall have ability manage progress of part time student includes modifying sequence of classes timeline of classes 
F,The system shall be able to display a printable summary for individual cohorts which will include the students enlisted the Program of study sequence of classes cohort progress through the program and timeline of completion.,system shall be able display printable summary for individual cohorts will include students enlisted Program of study sequence of classes cohort progress through program timeline of completion 
F,The system shall be able to display a printable summary for individual clinical sites which will include information on labs being held at that site for the given quarter (Clinical site general information on labs held at that location dates and times of all labs held there).,system shall be able display printable summary for individual clinical sites will include information on labs being held at site for given quarter Clinical site general information on labs held at location dates times of labs held there 
F,The system shall be able to display a printable summary for individual clinical labs which will include (but not be limited to) class name class number lab section listing of students enrolled instructor day(s) time and location.,system shall be able display printable summary for individual clinical labs will include not be limited class name class number lab section listing of students enrolled instructor day time location 
F,The system shall be able to display a printable summary for individual nursing students which will include (but not be limited to) student name student ID admission date classes credits GPA and the cohort that the student is enrolled in.,system shall be able display printable summary for individual nursing students will include not be limited student name student ID admission date classes credits GPA cohort that student is enrolled in 
F,The system shall be able to display a printable summary of the system log.,system shall be able display printable summary of system log 
F,The system shall contain contact information (e-mail and phone number) for all people relevant to the system including (but not limited to) staff members students lecture instructors clinical lab instructors and clinical site administrators.,system shall contain contact information e-mail phone number for people relevant system including not limited staff members students lecture instructors clinical lab instructors clinical site administrators 
F,The system will use the stored e-mail addresses as a primary means of communicating information to affected parties.,system will use stored e-mail addresses as primary means of communicating information affected parties 
F,The system will notify affected parties for routine communication purposes including but not limited to informing students of upcoming offered classes (timeline) and what their schedule will be/shall be.,system will notify affected parties for routine communication purposes including not limited informing students of upcoming offered classes timeline what schedule will be/shall be 
F,The system will notify affected parties when changes occur affecting clinicals including but not limited to clinical section capacity changes and clinical section cancellations.,system will notify affected parties changes occur affecting clinicals including not limited clinical section capacity changes clinical section cancellations 
F,The system will notify affected parties when changes occur affecting classes including but not limited to class cancellations class section detail changes and changes to class offerings for a given quarter.,system will notify affected parties changes occur affecting classes including not limited class cancellations class section detail changes changes class offerings for given quarter 
F,The system will notify affected parties when changes occur affecting cohorts including but not limited to changes to the sequence for a cohort’s program of study and changes to a given week’s schedule (lab cancelled this week due to instructor illness).,system will notify affected parties changes occur affecting cohorts including not limited changes sequence for cohort ’ s program of study changes given week ’ s schedule lab cancelled week due instructor illness 
F,The system will notify affected parties when changes occur affecting specific students including but not limited to changing a student’s status from full time to part time and moving a student to a different clinical section.,system will notify affected parties changes occur affecting specific students including not limited changing student ’ s status from full time part time moving student different clinical section 
F,Program Administrators/Nursing Staff Members shall have the ability to modify information relating to cohorts including cohort identifier program of study preferred sequence of classes and quarters that a cohort will be taking specific classes.,Program Administrators/Nursing Staff Members shall have ability modify information relating cohorts including cohort identifier program of study preferred sequence of classes quarters that cohort will be taking specific classes 
F,Program Administrators/Nursing Staff Members shall have the ability to modify information relating to a Program of Study within the Nursing Department including the Program of study name and required classes for that Program of Study.,Program Administrators/Nursing Staff Members shall have ability modify information relating Program of Study within Nursing Department including Program of study name required classes for Program of Study 
F,Program Administrators/Nursing Staff Members shall have the ability to modify information relating to a Clinical Site including the clinical site name site contact person contact information and address.,Program Administrators/Nursing Staff Members shall have ability modify information relating Clinical Site including clinical site name site contact person contact information address 
F,Program Administrators/Nursing Staff Members shall have the ability to modify information relating to a Clinical Lab Section including the clinical site name the department/section for the lab the class instructor day and time of lab and contact information.,Program Administrators/Nursing Staff Members shall have ability modify information relating Clinical Lab Section including clinical site name department/section for lab class instructor day time of lab contact information 
F,Program Administrators/Nursing Staff Members shall have the ability to modify information relating to a Nursing Student including student ID student name phone number e-mail status (full time or part time) and program of study.,Program Administrators/Nursing Staff Members shall have ability modify information relating Nursing Student including student ID student name phone number e-mail status full time part time program of study 
LF,The Disputes application shall comply with the corporate standards for user interface creation for internally and externally used applications.,Disputes application shall comply with corporate standards for user interface creation for internally externally used applications 
LF,All screens created as part of the Disputes application must comply with corporate standards for interface creation.,screens created as part of Disputes application must comply with corporate standards for interface creation 
US,The list of dispute cases that are displayed after a search is performed must be color coded for easy identification of dispute cases based upon the dispute case status.,list of dispute cases are displayed after search is performed must be color coded for easy identification of dispute cases based upon dispute case status 
US,100% of the cardmember and merchant services representatives shall use the Disputes application regularly after a 2-day training course.,% of cardmember merchant services representatives shall use Disputes application regularly after 2-day training course 
US,100% of cardmember services representatives shall be able to successfully create a dispute case on the first encounter after completing the training course.,% of cardmember services representatives shall be able successfully create dispute case on first encounter after completing training course 
US,100% of merchant services representatives shall be able to successfully perform a follow up action on a dispute case on the first encounter after completing the training course.,% of merchant services representatives shall be able successfully perform follow action on dispute case on first encounter after completing training course 
PE,The maximum wait time for a user navigating from one screen to another within the Disputes application shall be no more than 5 seconds.,maximum wait time for user navigating from screen within Disputes application shall be no more than seconds 
PE,The Disputes application shall support 350 concurrent users without any degradation of performance in the application.,Disputes application shall support concurrent users without degradation of performance in application 
SE,The Disputes application shall ensure that only users with the appropriate access level are allowed to initiate dispute requests.,Disputes application shall ensure that only users with appropriate access level are allowed initiate dispute requests 
SE,Only users with Update access must be able to initiate dispute requests.,Only users with Update access must be able initiate dispute requests 
SE,The Disputes application shall ensure that only authorized users are allowed to logon to the application.,Disputes application shall ensure that only authorized users are allowed logon application 
SE,All authorized users once authenticated must be able to logon to the Disputes System,authorized users once authenticated must be able logon Disputes System 
SE,The Disputes System shall generate a User Report that details any new users that have been added and any changes to an existing user’s access level. The report will be reviewed for auditing purposes.,Disputes System shall generate User Report that details new users have been added changes existing user ’ s access level report will be reviewed for auditing purposes 
SE,All additions of new users and modifications to user’s access shall be recorded on the User Report.,additions of new users modifications user ’ s access shall be recorded on User Report 
SE,If a user account is revoked it can only be re-instantiated by the System Administrator.,If user account is revoked can only be re-instantiated by System Administrator 
SE,Only the System Administrator shall be able to reset a revoked user logon account,Only System Administrator shall be able reset revoked user logon account 
SE,The Disputes application shall manipulate and view business data. Users will not have direct access to data files or databases.,Disputes application shall manipulate view business data Users will not have direct access data files databases 
SE,All updates to data files or database must be initiated from the Disputes System.,updates data files database must be initiated from Disputes System 
L,The Disputes application must conform to the legal requirements as specified by the Merchant Operating Regulations.,Disputes application must conform legal requirements as specified by Merchant Operating Regulations 
L,All business rules specified in the Disputes System shall be in compliance with the Merchant Operating Regulations.,business rules specified in Disputes System shall be in compliance with Merchant Operating Regulations 
L,The Disputes application must conform to the legal requirements as specified by Regulation E and Regulation Z that govern credit card disputes processing.,Disputes application must conform legal requirements as specified by Regulation E Regulation Z that govern credit card disputes processing 
L,All business rules specified in the Disputes System shall be in compliance to the guidelines of Regulation E and Regulation Z.,business rules specified in Disputes System shall be in compliance guidelines of Regulation E Regulation Z 
L,The Disputes application must maintain a detailed history of every action that a user takes on a dispute case. This ensures a complete audit trail if questions arise later on with regard to a particular dispute case.,Disputes application must maintain detailed history of action that user takes on dispute case ensures complete audit trail if questions arise later on with regard particular dispute case 
L,All actions that modify an existing dispute case must be recorded in the case history.,actions modify existing dispute case must be recorded in case history 
F,The Disputes System must be accessible by both internal and external users.,Disputes System must be accessible by internal external users 
F,The Disputes System must prevent users from accessing any dispute cases that do not belong to their cardholder base.,Disputes System must prevent users from accessing dispute cases do not belong cardholder base 
F,The Disputes System will facilitate direct data entry of a dispute case via a user interface that supports real time responses to the users.,Disputes System will facilitate direct data entry of dispute case via user interface supports real time responses users 
F,The Disputes System must provide different levels of access with regard to disputes case initiation and follow-up actions.,Disputes System must provide different levels of access with regard disputes case initiation follow-up actions 
F,The Disputes System shall provide view access capability for authorized users of the application.,Disputes System shall provide view access capability for authorized users of application 
F,The Disputes System shall provide update access capability for authorized users of the application.,Disputes System shall provide update access capability for authorized users of application 
F,The Disputes System must allow the users to select disputable transactions (based on the age of the transaction) from a user interface and initiate a dispute (ticket retrieval request or chargeback notification) on the selected transaction.,Disputes System must allow users select disputable transactions based on age of transaction from user interface initiate dispute ticket retrieval request chargeback notification on selected transaction 
F,The Disputes System must provide the user the ability to initiate a single dispute case on multiple transactions that belong to a single merchant.,Disputes System must provide user ability initiate single dispute case on multiple transactions belong single merchant 
F,The Disputes System will provide the user the ability to create or initiate a ticket retrieval request. As part of ticket retrieval creation process the system must prompt the user to enter all the required information to create the ticket retrieval request. The ticket retrieval request is a document that is sent to merchant inquiring the validity of a transaction.,Disputes System will provide user ability create initiate ticket retrieval request As part of ticket retrieval creation process system must prompt user enter required information create ticket retrieval request ticket retrieval request is document is sent merchant inquiring validity of transaction 
F,The Disputes System must allow the user to create three unique types of ticket retrieval requests. The three types of ticket retrieval requests are (1) Request for original receipt (2) Request for a copy of the receipt or (3) Request for a portfolio. A portfolio consists of documentation that would provide proof of a purchase such as the documentation that is received from a car rental agency that is more than a sales receipt.,Disputes System must allow user create unique types of ticket retrieval requests types of ticket retrieval requests are Request for original receipt Request for copy of receipt Request for portfolio portfolio consists of documentation would provide proof of purchase such as documentation is received from car rental agency is more than sales receipt 
F,The Disputes System must prevent external users from requesting original receipts. Requests for original receipts are restricted to internal users.,Disputes System must prevent external users from requesting original receipts Requests for original receipts are restricted internal users 
F,The Disputes System must provide a confirmation to the user upon the creation of ticket retrieval request that contains the following information; the dispute case number the type of retrieval requested (copy original or portfolio) and the date that the merchant response is due.,Disputes System must provide confirmation user upon creation of ticket retrieval request contains following information dispute case number type of retrieval requested copy original portfolio date that merchant response is due 
F,The Disputes System shall allow the user to create or initiate a chargeback request. The system must prompt the user to enter the required information to initiate a chargeback request. The chargeback request results in a printed chargeback notification that is sent to merchant indicating that their account will be charged back if no proof is provided that the disputed transaction is valid.,Disputes System shall allow user create initiate chargeback request system must prompt user enter required information initiate chargeback request chargeback request results in printed chargeback notification is sent merchant indicating that account will be charged back if proof is provided that disputed transaction is valid 
F,The Disputes System must provide a confirmation to the user upon the creation of a chargeback request. The confirmation must contain the following information; the dispute case number the type of chargeback requested (pending or immediate) and the date that the merchant response is due.,Disputes System must provide confirmation user upon creation of chargeback request confirmation must contain following information dispute case number type of chargeback requested pending immediate date that merchant response is due 
F,The Disputes System shall prevent the creation of duplicate dispute requests 100% of the time.,Disputes System shall prevent creation of duplicate dispute requests % of time 
F,The Disputes System shall accurately provide a list of possible reason codes for a given transaction. The list of possible reason codes must be derived based on the type of transaction and the industry that the merchant belongs to according to the business rules defined for the Disputes System.,Disputes System shall accurately provide list of possible reason codes for given transaction list of possible reason codes must be derived based on type of transaction industry that merchant belongs according business rules defined for Disputes System 
F,The Disputes System must provide the ability to view existing dispute cases.,Disputes System must provide ability view existing dispute cases 
F,The Disputes System must provide Search functionality. The search method must include the ability to search by (1) the dispute case number (2) the merchant account number (3) the cardmember account number and (4) the issuer number. In addition to the above criteria the search functionality must further allow the user to limit the results of the search by a date range the type of dispute (ticket retrieval request or chargeback notification) the case status (open closed or all) and the dispute reason code.,Disputes System must provide Search functionality search method must include ability search by dispute case number merchant account number cardmember account number issuer number In addition above criteria search functionality must further allow user limit results of search by date range type of dispute ticket retrieval request chargeback notification case status open closed dispute reason code 
F,A list of all disputes cases that meet the entered search criteria must be provided to the user. The list of cases must differentiate the type and/or status of the case by color -coding the line item in the list. For example all open cases will be yellow and all closed cases will be gray.,list of disputes cases meet entered search criteria must be provided user list of cases must differentiate type and/or status of case by color -coding line item in list For example open cases will be yellow closed cases will be gray 
F,The Disputes System shall provide the users the ability to view the history of all activities that have occurred on the dispute case.,Disputes System shall provide users ability view history of activities have occurred on dispute case 
F,The Dispute System shall provide the users with the ability to follow up on a dispute case via follow-up actions. The list of available follow up actions for a given dispute case must be filtered by the status of the case and the access level of the user.,Dispute System shall provide users with ability follow on dispute case via follow-up actions list of available follow actions for given dispute case must be filtered by status of case access level of user 
F,The Disputes System shall record the name of the user and the date for any activity that creates or modifies the disputes case in the system. A detailed history of the actions taken on the case including the date and the user that performed the action must be maintained for auditing purposes.,Disputes System shall record name of user date for activity creates modifies disputes case in system detailed history of actions taken on case including date user performed action must be maintained for auditing purposes 
F,For any systematic (non-user initiated) action that occurs on a case such as the disputes aging process a case activity will be generated. Upon the next logon the user that initiated the dispute case must be notified that a systematic action has occurred on the dispute case.,For systematic non-user initiated action occurs on case such as disputes aging process case activity will be generated Upon next logon user initiated dispute case must be notified that systematic action has occurred on dispute case 
F,All letter requests must be formatted according to guidelines specified by the Print Letter Utility system.,letter requests must be formatted according guidelines specified by Print Letter Utility system 
F,Any disputes cases that have been closed for over 6 months must be purged from the online disputes database.,disputes cases have been closed for over months must be purged from online disputes database 
LF,The product shall comply with corporate User Interface Guidelines,product shall comply with corporate User Interface Guidelines 
LF,The product shall comply with corporate color scheme,product shall comply with corporate color scheme 
LF,The appearance of the product shall appear professional,appearance of product shall appear professional 
US,The product shall be easy to use by Adjusters and Collision Estimators. 95% of Adjusters and Collision Estimators shall find the product easy to use.,product shall be easy use by Adjusters Collision Estimators % of Adjusters Collision Estimators shall find product easy use 
US,The product shall increase productivity of Collision Estimators. 80% of the Collision Estimators shall agree their productivity has increase within 1 month of using the product.,product shall increase productivity of Collision Estimators % of Collision Estimators shall agree productivity has increase within month of using product 
US,Users shall feel satisfied using the product. 85% of all users will be satisfied with the product.,Users shall feel satisfied using product % of users will be satisfied with product 
US,The product shall be easy to learn by Adjusters and Collision Estimators. The product shall be learned with two days onsite training,product shall be easy learn by Adjusters Collision Estimators product shall be learned with days onsite training 
US,The user shall easily locate instructions while using the product. User help can be found within 90% of the system.,user shall easily locate instructions while using product User help can be found within % of system 
PE,The search for recycled parts shall take no longer than 15 seconds. The search results shall be returned in under 15 seconds.,search for recycled parts shall take no longer than seconds search results shall be returned in under seconds 
PE,The search for the preferred repair facility shall take no longer than 8 seconds. The preferred repair facility is returned within 8 seconds,search for preferred repair facility shall take no longer than seconds preferred repair facility is returned within seconds 
PE,The recycled parts audit report shall be returned to the user within 10 seconds. The audit report shall be returned within 10 seconds.,recycled parts audit report shall be returned user within seconds audit report shall be returned within seconds 
PE,The preferred repair facility ratings shall be saved within 5 seconds. The save shall occur within 5 seconds.,preferred repair facility ratings shall be saved within seconds save shall occur within seconds 
A,The product shall adhere to the corporate online availability schedule. The application is brought down only within 98% of the scheduled outages per the availability schedule.,product shall adhere corporate online availability schedule application is brought only within % of scheduled outages per availability schedule 
A,The product shall achieve a 98% uptime. The product shall not fail more than 2% of the available online time.,product shall achieve % uptime product shall not fail more than % of available online time 
SC,The product shall be able to handle up to 1500 simultaneous users. The system shall perform with 1500 users as a time.,product shall be able handle up simultaneous users system shall perform with users as time 
SC,The average number of recycled parts records per day shall be 50 000.,average number of recycled parts records per day shall be 
SC,The product shall be able to handle 10 000 concurrent users within 2 years of the initial launch.,product shall be able handle concurrent users within years of initial launch 
SE,Only adjusters can request recycled parts audit reports. No users without an adjuster role shall request recycled parts audits.,Only adjusters can request recycled parts audit reports users without adjuster role shall request recycled parts audits 
SE,Only adjusters with a supervisor role can update preferred repair facility ratings. Users without the supervisor role cannot access the repair facility ratings.,Only adjusters with supervisor role can update preferred repair facility ratings Users without supervisor role can not access repair facility ratings 
SE,Only collision estimators shall search for recycled parts. Users without the collision estimator role shall not have access to the search for recycled parts.,Only collision estimators shall search for recycled parts Users without collision estimator role shall not have access search for recycled parts 
SE,Only valid data shall be entered into the system. No invalid data shall be entered into the system.,Only valid data shall be entered into system invalid data shall be entered into system 
SE,One insurance company shall not be able to view another insurance companys claim data.,insurance company shall not be able view insurance companys claim data 
SE,The product shall free of computer viruses.,product shall free of computer viruses 
SE,The system shall prevent malicious attacks including denial of service.,system shall prevent malicious attacks including denial of service 
L,The product must comply with Sarbanes-Oxley.,product must comply with Sarbanes-Oxley 
L,The product shall comply with the estimatics laws relating to recycled parts usage.,product shall comply with estimatics laws relating recycled parts usage 
L,The product shall comply with insurance regulations regarding claims processing.,product shall comply with insurance regulations regarding claims processing 
F,The user shall search for the preferred repair facility using vehicle vehicle location and radius in miles,user shall search for preferred repair facility using vehicle vehicle location radius in miles 
F,The vehicle data shall include vehicle year make and model,vehicle data shall include vehicle year make model 
F,The vehicle location shall include street address city state and zipcode,vehicle location shall include street address city state zipcode 
F,The system shall resolve the zipcode for the street address city and state if zipcode is unknown.,system shall resolve zipcode for street address city state if zipcode is unknown 
F,The search radius shall be between 1 and 30 miles,search radius shall be between miles 
F,The system shall locate the preferred repair facility with the highest ratings for the input criteria,system shall locate preferred repair facility with highest ratings for input criteria 
F,The adjuster shall enter the preferred repair facility on the estimate assignment.,adjuster shall enter preferred repair facility on estimate assignment 
F,The adjuster shall be able to override the preferred repair facitlity on the estimate assignment.,adjuster shall be able override preferred repair facitlity on estimate assignment 
F,The preferred repair facility shall be returned to the user.,preferred repair facility shall be returned user 
F,The system shall return a list of repair facilities within the radius if the preferred repair facility cannot be determined.,system shall return list of repair facilities within radius if preferred repair facility can not be determined 
F,The estimator shall search for available recycled parts using damaged vehicle parts information.,estimator shall search for available recycled parts using damaged vehicle parts information 
F,The estimator shall search for available recycled parts using a list of preferred parts suppliers.,estimator shall search for available recycled parts using list of preferred parts suppliers 
F,The system shall search for available recycled parts for the supplied vehicle parts and suppliers.,system shall search for available recycled parts for supplied vehicle parts suppliers 
F,The estimator shall search by zipcode with a radius of 30 miles if no parts are found for the preferred parts suppliers,estimator shall search by zipcode with radius of miles if parts are found for preferred parts suppliers 
F,The system shall retain the available recycled parts and suppliers returned from the search.,system shall retain available recycled parts suppliers returned from search 
F,The available recycled parts information and their suppliers shall be returned to the user.,available recycled parts information suppliers shall be returned user 
F,The estimator shall apply selected recycled parts to the collision estimate.,estimator shall apply selected recycled parts collision estimate 
F,The estimator shall not apply recycled parts to the collision estimate if no available parts are returned.,estimator shall not apply recycled parts collision estimate if available parts are returned 
F,The adjuster shall review the collision estimate.,adjuster shall review collision estimate 
F,The adjuster shall request a recycled parts audit of the collision estimate.,adjuster shall request recycled parts audit of collision estimate 
F,The recycled parts search results provided to the estimator shall be retrieved by the system.,recycled parts search results provided estimator shall be retrieved by system 
F,The system shall generate an audit report based on the available recycled parts and the collision estimate.,system shall generate audit report based on available recycled parts collision estimate 
F,The audit report shall include the total number of recycled parts used in the estimate.,audit report shall include total number of recycled parts used in estimate 
F,The audit report shall include the number of available recycled parts from the original search results.,audit report shall include number of available recycled parts from original search results 
F,The audit report shall include the percentage of available recycled parts used in the estimate ,audit report shall include percentage of available recycled parts used in estimate 
F,The audit report shall include the total score of the audit which sums the indivual line items.,audit report shall include total score of audit sums indivual line items 
F,The audit report shall be displayed to the user.,audit report shall be displayed user 
F,The audit report shall be available to other adjusters at later points in time.,audit report shall be available other adjusters at later points in time 
F,The user shall select to view the preferred repair facility ratings.,user shall select view preferred repair facility ratings 
F,The current repair facility ratings shall be displayed to the user.,current repair facility ratings shall be displayed user 
F,The system will display a blank set of ratings if there are not ratings yet defined.,system will display blank set of ratings if are not ratings yet defined 
F,The user shall enter new ratings based on the audit report,user shall enter new ratings based on audit report 
F,The ratings shall be from a scale of 1-10,ratings shall be from scale of 1-10 
F,The ratings shall include categories for attempted use of recycled parts and actual use of recycled parts,ratings shall include categories for attempted use of recycled parts actual use of recycled parts 
F,The user shall select to save the preferred repair facility ratings.,user shall select save preferred repair facility ratings 
F,The preferred repair facility ratings shall be saved by the system.,preferred repair facility ratings shall be saved by system 
LF,The product’s Look and Feel shall be able to incorporate aspects of the customer’s organization such as logo branding and identity,product ’ s Look Feel shall be able incorporate aspects of customer ’ s organization such as logo branding identity 
LF,The product shall have a conservative and professional appearance.,product shall have conservative professional appearance 
US,The product shall make the users want to use it. 80% of the users surveyed report they are regularly using the product after the first 2 weeks post-launch.,product shall make users want use % of users surveyed report are regularly using product after first weeks post-launch 
US,The product shall be easy to use. 90% of users will be able to successfully reserve a conference room within 5 minutes of product use.,product shall be easy use % of users will be able successfully reserve conference room within minutes of product use 
US,The product shall give users feedback when necessary. 80% of the users surveyed report that the product accurately confirms their actions.,product shall give users feedback necessary % of users surveyed report that product accurately confirms actions 
US,The product shall allow the user to select a chosen language from one of the target market countries.,product shall allow user select chosen language from of target market countries 
US,The product shall allow for customization of start page and views preferences.,product shall allow for customization of start page views preferences 
US,An employee will be able to successfully use the product within a few minutes. After informally navigating the product for less than 15 minutes users shall be able to successfully setup meetings and reserve conference rooms.,employee will be able successfully use product within few minutes After informally navigating product for less than minutes users shall be able successfully setup meetings reserve conference rooms 
US,The product shall use a standard navigation menu familiar to most web users.,product shall use standard navigation menu familiar most web users 
US,The product shall allow for intuitive searching of available conference rooms.,product shall allow for intuitive searching of available conference rooms 
US,The product shall conform to the Americans with Disabilities Act.,product shall conform Americans with Disabilities Act 
PE,The response shall be fast enough to avoid interrupting the user’s flow of thought. 90% of tasks shall complete within 5 seconds. 98% of tasks shall complete within 8 seconds.,response shall be fast enough avoid interrupting user ’ s flow of thought % of tasks shall complete within seconds % of tasks shall complete within seconds 
A,Aside from server failure the software product shall achieve 99.99% up time.,Aside from server failure software product shall achieve % up time 
SC,The product shall be capable of handling up to 1 000 concurrent requests. This number will increase to 2 000 by Release 2. The concurrency capacity must be able to handle peak scheduling times such as early morning and late afternoon hours.,product shall be capable of handling concurrent requests number will increase by Release concurrency capacity must be able handle peak scheduling times such as early morning late afternoon hours 
